DATA DO ENVIO,PROTOCOLO,MUNICÍPIO,PRESTADORA,TIPO,NATUREZA,COMUNICAÇÃO,ÁREAS AFETADAS,DIA INICIAL,DIA PREVISTO PARA TÉRMINO,ESTRUTURA,RESPONSÁVEL,MOTIVO DO CANCELAMENTO
"17 de jul. de 2025, 10:18:12",CASAL00000654,IGREJA NOVA,CASAL,Emergencial,"Igreja Nova Sem Abastecimento, Para Realização de Uma Interligação A Ser Feita Pela Ads.",Divulgado pela ASCOM,Igreja Nova,17-07-2025,2025-07-17,Outros,ADS," "
"17 de jul. de 2025, 10:03:42",VAA00000270,PAULO JACINTO,VAA,Emergencial,Falha na Captação,Informação respassada pelo site e grupo,Toda a cidade,17-07-2025 07:36,18-07-2025 07:36,Captação (Casal),CASAL," "
"17 de jul. de 2025, 08:47:09",VAA00000269,CAPELA,VAA,Emergencial,Falha Eletromecânica,Informado no site e grupo de whats,TODA A CIDADE,16-07-2025 17:55,17-07-2025 17:55,ETA (Casal),CASAL," "
"17 de jul. de 2025, 08:37:41",VAA00000268,SÃO MIGUEL DOS MILAGRES,VAA,Emergencial,Falha Eletromecânica,Informado no site,Povoado Riacho,16-07-2025 16:30,17-07-2025 23:00,Poço 01 (Smm),VERDE ALAGOAS," "
"17 de jul. de 2025, 07:37:43",CASAL00000653,CAPELA,CASAL,Emergencial,Qce Apresentou Falha Ao Acionar As Bombas de Lavagem de Filtros.,Divulgado pela ASCOM,Capela,16-07-2025,2025-07-16,ETA Capela,CASAL," "
"17 de jul. de 2025, 07:34:07",CASAL00000652,ANADIA,CASAL,Emergencial,Manutenção Corretiva no CMB,Divulgado pela ASCOM,,16-07-2025,16-07-2025,EEabc Anadia,CASAL," "
"17 de jul. de 2025, 07:32:19",CASAL00000651,TRAIPU,CASAL,Emergencial,Falta de Energia na Captação da EEab Traipu.,Divulgado pela ASCOM,Traipu,16-07-2025,2025-07-16,EEab Traipu,EQTL," "
"17 de jul. de 2025, 04:54:49",BRK00000854,ATALAIA,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (17/07/2025),POV. BITTENCOURT,15-07-2025,19-07-2025,Poço At-30,BRK," "
"17 de jul. de 2025, 03:31:41",BRK00000853,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (17/07/2025),LEVADA,17-07-2025,17-07-2025,Registro Av. Celeste Bezerra,BRK," "
"16 de jul. de 2025, 23:49:57",BRK00000852,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),CHÃ DE JAQUEIRA,16-07-2025,17-07-2025,Poços de Maceió ( P-Cj 01 e P-Cj 03),BRK," "
"16 de jul. de 2025, 21:13:46",BRK00000851,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Esgoto,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),TRAPICHE DA BARRA e PRADO,16-07-2025,17-07-2025,EEe-Mc-17 (Virgem dos Pobres),BRK," "
"16 de jul. de 2025, 18:26:32",BRK00000850,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),Centro e Barra 01,14-07-2025,19-07-2025,Poço Bsa 12,BRK," "
"16 de jul. de 2025, 18:06:00",BRK00000849,PILAR,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),CHÃ DO PILAR,16-07-2025,17-07-2025,Pi 08,CASAL," "
"16 de jul. de 2025, 17:20:40",BRK00000848,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),Jacintinho,16-07-2025,17-07-2025,Booster Dom Adelmo,BRK," "
"16 de jul. de 2025, 16:58:02",BRK00000847,MARECHAL DEODORO,BRK,Emergencial,Limpeza do Reservatório,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),"Santa Rita, Massagueira e Praia do Saco e Barra Nova",16-07-2025,17-07-2025,Elevatórias de Água Bruta Volta D' Água e Bica da Pedra,BRK," "
"16 de jul. de 2025, 16:27:27",BRK00000846,MACEIÓ,BRK,Emergencial,Manutenção Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),CONJ. CARAJAS,16-07-2025,19-07-2025,P-Cc 01 (Poço Conjunto Carajás 01),CASAL," "
"16 de jul. de 2025, 16:04:21",BRK00000845,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),HENRIQUE EQUELMAN E ANTARES,10-07-2025,19-07-2025,P-He 02,CASAL," "
"16 de jul. de 2025, 15:37:05",VAA00000267,ANADIA,VAA,Emergencial,Falha na Captação,Informado no site e grupo de whats,TODA A CIDADE,16-07-2025 12:35,17-07-2025 12:35,Captação (Casal),CASAL," "
"16 de jul. de 2025, 15:30:29",VAA00000266,MARIBONDO,VAA,Emergencial,Falha na Captação,Informado no site e whats,TODA A CIDADE,16-07-2025 12:35,17-07-2025 12:35,Captação (Casal),CASAL," "
"16 de jul. de 2025, 14:59:54",BRK00000844,ATALAIA,BRK,Emergencial,Alteração de Água Bruta,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),POVOADO SAPUCAIA,01-07-2025,19-07-2025,Captação Sapucaia,BRK," "
"16 de jul. de 2025, 14:41:12",BRK00000843,MARECHAL DEODORO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),Francês,16-07-2025,17-07-2025,Registro Ib Gato,BRK," "
"16 de jul. de 2025, 14:14:56",VAA00000265,SÃO LUÍS DO QUITUNDE,VAA,Preventiva,Manutenção Programada - Tratamento,Divulgação: whatsapp e site,"Alto, cristo redentor e centro",23-07-2025 07:00,23-07-2025 17:00,ETA São Luís do Quitunde,VERDE ALAGOAS," "
"16 de jul. de 2025, 14:03:28",BRK00000842,PILAR,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),CONJ. ANTONIO SERAFIM,07-04-2025,19-07-2025,Pi-29,CASAL," "
"16 de jul. de 2025, 11:50:58",BRK00000841,MACEIÓ,BRK,Emergencial,Recuperação de Nível do Reservatório da ETA Cardoso,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),"Centro, Ponta Grossa, Pontal, Prado, Trapiche, Vergel do Lago, Levada, Bom Parto, Virgem dos Pobres, Farol, Pitanguinha e Bebedouro e Mutange",16-07-2025,16-07-2025,Elevatória de Água R-02 Cardoso,CASAL," "
"16 de jul. de 2025, 11:21:56",CASAL00000650,JUNQUEIRO,CASAL,Emergencial,Foi Descoberto Um Vazamento na Adutora de 300mm de Ferro Entre A Captação-Riachão e A ETA Junqueiro. O Sistema Coletivo Será Paralisado no Dia 17/07 Para Retirada do Vazamento.,Divulgado pela ASCOM,Junqueiro São Sebastião,17-07-2025,17-07-2025,EEabc Riachão,CASAL," "
"16 de jul. de 2025, 10:32:31",BRK00000840,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),CIDADE UNIVERSITÁRIA,04-02-2025,19-07-2025,P-Cu 01 (Poço Cidade Universitária 01),CASAL," "
"16 de jul. de 2025, 10:07:17",VAA00000264,SÃO LUÍS DO QUITUNDE,VAA,Emergencial,Falha Eletromecânica,Divulgação: Site e whatsapp,"Centro, Cristo Redentor, alto da cohab, Subestação, casa nova, bairro da creche e quitunde II e quitunde III.",16-07-2025 09:00,17-07-2025 09:00,Eab Castanha,VERDE ALAGOAS," "
"16 de jul. de 2025, 09:39:37",VAA00000263,FELIZ DESERTO,VAA,Emergencial,Falha no Fornecimento de Energia,Informado no site e grupo de moradores,Toda a cidade,16-07-2025 03:30,17-07-2025 03:30,Poço 1 (Próx Escola),EQUATORIAL," "
"16 de jul. de 2025, 09:37:27",BRK00000839,MARECHAL DEODORO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),Luar do Francês e Mucuri,16-07-2025,17-07-2025,Poço Md 32,BRK," "
"16 de jul. de 2025, 08:38:11",CASAL00000649,MACEIÓ,CASAL,Emergencial,Desligado Às 11H30Min Para Recuperação de Nível da Sucção.,Divulgado pela ASCOM,Maceió,15-07-2025,15-07-2025,EEAT R2 (Cardoso),CASAL," "
"16 de jul. de 2025, 08:36:26",CASAL00000648,MACEIÓ,CASAL,Emergencial,Inspeção e Manutenção Nos Registros dos Decantadores e Floculador da ETA Pratagy.,Divulgado pela ASCOM,Maceió,17-07-2025,17-07-2025,ETA Pratagy,CASAL," "
"16 de jul. de 2025, 08:36:03",CASAL00000647,MACEIÓ,CASAL,Emergencial,Inspeção e Manutenção Nos Registros dos Decantadores e Floculador da ETA Pratagy.,Divulgado pela ASCOM,Maceió,16-07-2025,16-07-2025,ETA Pratagy,CASAL," "
"16 de jul. de 2025, 04:20:34",BRK00000838,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),PAJUCARA e POÇO E JARAGUÁ,16-07-2025,16-07-2025,Dmc Inacio Gracindo,BRK," "
"16 de jul. de 2025, 04:07:00",BRK00000837,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),"PAJUÇARA, PONTA VERDE, POÇO e PONTA DA TERRA",16-07-2025,16-07-2025,Dmc Carlos Tenório,BRK," "
"16 de jul. de 2025, 03:56:59",BRK00000836,BARRA DE SÃO MIGUEL,BRK,Emergencial,Manutenção da Adutora de Água Bruta,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),CENTRO e BARRA MAR,15-07-2025,16-07-2025,ETA Barra de São Miguel,BRK," "
"16 de jul. de 2025, 01:38:13",BRK00000835,ATALAIA,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (16/07/2025),POVOADO BITTENCOURT,15-07-2025,16-07-2025,Poço At-30,BRK," "
"15 de jul. de 2025, 23:03:32",BRK00000834,BARRA DE SÃO MIGUEL,BRK,Emergencial,Manutenção da Adutora de Água Bruta,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),CENTRO e BARRA MAR,15-07-2025,16-07-2025,ETA Barra de São Miguel,BRK," "
"15 de jul. de 2025, 19:40:28",BRK00000833,MARECHAL DEODORO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),"Centro, Poeira e e Jose dias",15-07-2025,16-07-2025,Reservatório Elevado da ETA Estiva,BRK," "
"15 de jul. de 2025, 17:49:53",BRK00000832,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),Centro e Barra 01,14-07-2025,16-07-2025,Poço Bsa 12,BRK," "
"15 de jul. de 2025, 17:33:29",BRK00000831,NÃO ENCONTRADO,BRK,Emergencial,Manutenção Preventiva,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),Nova Olinda e José Miranda e Mirante de Atalaia,15-07-2025,20-07-2025,Poço At-37,BRK," "
"15 de jul. de 2025, 16:50:18",BRK00000830,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),ROSANE COLLOR,11-07-2025,18-07-2025,P-Rc 01,CASAL," "
"15 de jul. de 2025, 16:29:27",BRK00000829,MACEIÓ,BRK,Emergencial,Ao Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),FAROL e BEBEDOURO,06-03-2025,18-07-2025,P-Fa 03 (Poço Farol 03),CASAL," "
"15 de jul. de 2025, 14:39:41",BRK00000828,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),Centro e Barra 01,14-07-2025,15-07-2025,Poço Bsa 12,BRK," "
"15 de jul. de 2025, 14:34:06",BRK00000827,MARECHAL DEODORO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),FRANCÊS,15-07-2025,16-07-2025,Reservatório Vila dos Pescadores (Francês),BRK," "
"15 de jul. de 2025, 13:53:17",VAA00000262,FELIZ DESERTO,VAA,Emergencial,Vazamento da Rede de Distribuição/Adutora,Divulgação: Site e whatsapp,Povoado Flexeiras,15-07-2025 12:00,16-07-2025 12:00,Distribuição,VERDE ALAGOAS," "
"15 de jul. de 2025, 13:48:40",BRK00000826,MACEIÓ,BRK,Emergencial,Falta de Energia Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),CONJ. CARAJAS,15-07-2025,18-07-2025,P-Cc 01 (Poço Conjunto Carajás 01),EQUATORIAL," "
"15 de jul. de 2025, 13:33:08",VAA00000261,JOAQUIM GOMES,VAA,Emergencial,Vazamento Ocasionado Por Terceiros,Divulgação: Site,TODO MUNICÍPIO,15-07-2025 10:10,15-07-2025 16:00,Distribuição,VERDE ALAGOAS," "
"15 de jul. de 2025, 12:05:16",VAA00000260,ANADIA,VAA,Emergencial,Vazamento da Rede de Distribuição/Adutora,Divulgação: Site e whatsapp,"Parte baixa da cidade: Rua Neto Bonfim, Rua Sebastião Da Cruz, Rua Zeferino Fidelis e Rua Divaldo Suruagy.",15-07-2025 09:44,16-07-2025 09:44,Distribuição,VERDE ALAGOAS," "
"15 de jul. de 2025, 11:43:11",BRK00000825,MACEIÓ,BRK,Emergencial,Falta de Energia Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),JOSÉ DUBEAUX LEÃO e TABULEIRO DO MARTINS,15-07-2025,18-07-2025,P-Jdl 02A (Poço José Dubeaux Leão 02A),EQUATORIAL," "
"15 de jul. de 2025, 11:23:33",BRK00000824,MARECHAL DEODORO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),"José Dias, Baixa da Sapa e Terra dos Marechais e Wisk Wisk",13-07-2025,15-07-2025,Poço P-Md 08 (José Dias),BRK," "
"15 de jul. de 2025, 10:39:05",CASAL00000646,MACEIÓ,CASAL,Emergencial,Cco Brk Relatou Desabastecimento. Vistoriador Não Conseguiu Acionar O Equipamento. Poço Sem Telemetria. Necessário A Intervenção da Manutenção.,Divulgado pela ASCOM,Maceió,15-07-2025,2025-07-15,P-Mac-Cc-01,CASAL," "
"15 de jul. de 2025, 10:22:39",VAA00000259,UNIÃO DOS PALMARES,VAA,Emergencial,Limpeza de Reservatório,Divulgação: Whatsapp e site,Bairro Rocha Cavalcante,15-07-2025 06:00,15-07-2025 14:00,Captação Rocha Cavalcante,VERDE ALAGOAS," "
"15 de jul. de 2025, 09:49:07",CASAL00000645,MACEIÓ,CASAL,Emergencial,Sistema Com Vazão Zerada Às 15H do Dia 14/07. Vistoriador Não Conseguiu Acionar O Equipamento. Necessário A Intervenção da Equipe de Manutenção.,Divulgado pela ASCOM,Maceió,14-07-2025,2025-07-14,P-Mac-Jdl-02A,CASAL," "
"15 de jul. de 2025, 09:19:34",CASAL00000644,MACEIÓ,CASAL,Emergencial,"Elevatória Desligada Conforme Acordado Entre Brk e Casal, Para Recuperação do R1. Religada.",Divulgado pela ASCOM,Maceió,15-07-2025,15-07-2025,EEAT Benedito Bentes,BRK," "
"15 de jul. de 2025, 09:19:04",CASAL00000643,PASSO DE CAMARAGIBE,CASAL,Emergencial,Ruído Anormal na Bomba de Saturação,Divulgado pela ASCOM,Passo de Camaragibe,14-07-2025,2025-07-14,ETA-Passo de Camaragibe,CASAL," "
"15 de jul. de 2025, 09:18:27",CASAL00000642,PORTO DE PEDRAS,CASAL,Emergencial,Falta de Energia,Divulgado pela ASCOM,Porto de Pedras,14-07-2025,2025-07-14,ETA Porto de Pedras,EQTL," "
"15 de jul. de 2025, 08:56:22",BRK00000823,ATALAIA,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),Povoado Bittencourt,15-07-2025,16-07-2025,Poço At-30,BRK," "
"15 de jul. de 2025, 08:48:43",VAA00000258,PASSO DE CAMARAGIBE,VAA,Emergencial,Falha Eletromecânica,Divulgação: Site e whatsapp,Centro,14-07-2025 17:45,15-07-2025 17:00,ETA (Casal),CASAL," "
"15 de jul. de 2025, 08:15:05",BRK00000822,BARRA DE SÃO MIGUEL,BRK,Emergencial,Manutenção da Adutora de Água Bruta,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),CENTRO e BARRA MAR,15-07-2025,15-07-2025,ETA Barra de São Miguel,BRK," "
"15 de jul. de 2025, 06:59:38",BRK00000821,MARECHAL DEODORO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),"José Dias, Baixa da Sapa e Terra dos Marechais e Wisk Wisk",13-07-2025,14-07-2025,Poço P-Md 08 (José Dias),BRK," "
"15 de jul. de 2025, 06:24:42",BRK00000820,MARECHAL DEODORO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),"JOSÉ DIAS, BAIXA DA SAPA, TERRA DOS MARECHAIS e WISK WISK",13-07-2025,15-07-2025,Poço Md 08,BRK,"Natureza (motivo) informadas incorretamente, será enviado novo e-mail."
"15 de jul. de 2025, 03:50:43",BRK00000819,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (15/07/2025),FEITOSA,15-07-2025,15-07-2025,P-Am 01 (Antônio Magalhães),BRK," "
"14 de jul. de 2025, 20:59:37",BRK00000818,BARRA DE SÃO MIGUEL,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (14/07/2025),CENTRO e BARRA MAR,14-07-2025,15-07-2025,ETA Barra de São Miguel,BRK,"Comunicação informada incorretamente, não ocorreu paralisação no horário descrito."
"14 de jul. de 2025, 18:21:53",BRK00000817,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (14/07/2025),CONJUNTO MORADA DO PLANALTO e BENEDITO BENTES,14-07-2025,15-07-2025,P-Rmp 01,CASAL," "
"14 de jul. de 2025, 17:57:17",BRK00000816,MACEIÓ,BRK,Emergencial,Falta de Fase,A comunicação de paralisação emergencial foi realizada nesta data (14/07/2025),SANTA LÚCIA E TABULEIRO DOS MARTINS,14-07-2025,17-07-2025,P-Lsl 07,EQUATORIAL," "
"14 de jul. de 2025, 16:40:37",BRK00000815,BARRA DE SÃO MIGUEL,BRK,Emergencial,Implantação do Sistema de Esgotamento Sanitário,A comunicação de paralisação emergencial foi realizada nesta data (14/07/2025),Centro e Alto de São Marcos,14-07-2025,15-07-2025,Registros da Barra de São Miguel,BRK," "
"14 de jul. de 2025, 16:19:37",CASAL00000641,PASSO DE CAMARAGIBE,CASAL,Emergencial,Execução de Limpeza dos Poços,Divulgado pela ASCOM,barra de camaragibe e Marceneiro,17-07-2025,17-07-2025,P-Marc – Lav 01,CASAL," "
"14 de jul. de 2025, 16:12:33",BRK00000814,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (14/07/2025),CIDADE SORRISO e BENEDITO BENTES,11-07-2025,17-07-2025,P-Cs 02 (Poço Cidade Sorriso 02),CASAL," "
"14 de jul. de 2025, 15:14:06",BRK00000813,BARRA DE SÃO MIGUEL,BRK,Emergencial,Implantação do Sistema de Esgotamento Sanitário,A comunicação de paralisação emergencial foi realizada nesta data (14/07/2025),Centro e Barra Mar,14-07-2025,15-07-2025,ETA Barra de São Miguel,BRK," "
"14 de jul. de 2025, 14:20:11",VAA00000257,ANADIA,VAA,Emergencial,Vazamento da Rede de Distribuição/Adutora,Divulgação: site e whatsapp,Toda a cidade,14-07-2025 09:57,15-07-2025 09:57,Distribuição,VERDE ALAGOAS," "
"14 de jul. de 2025, 14:12:31",VAA00000256,IBATEGUARA,VAA,Emergencial,Qualidade da Água Bruta,Divulgação: site e whatsapp,Todo os bairros atendidos pelo sistema Severo,13-07-2025 13:00,14-07-2025 23:00,ETA (Casal),CASAL," "
"14 de jul. de 2025, 14:05:25",VAA00000255,JOAQUIM GOMES,VAA,Emergencial,Falha Eletromecânica,Divulgação: Whatsapp,Toda a cidade.,12-07-2025 08:42,13-07-2025 17:00,Captação (Casal),CASAL," "
"14 de jul. de 2025, 14:02:22",VAA00000254,CHÃ PRETA,VAA,Emergencial,Falha no Fornecimento de Energia,Divulgação: Site e whatsapp,Todo o município.,11-07-2025 10:32,12-07-2025 10:32,ETA Chã Preta,EQUATORIAL," "
"14 de jul. de 2025, 14:01:40",VAA00000253,PORTO DE PEDRAS,VAA,Emergencial,Falha no Fornecimento de Energia,Divulgação: Site e whatsapp,Curtume e centro e Salinas,14-07-2025 12:10,16-07-2025 08:00,Eab (Casal),EQUATORIAL," "
"14 de jul. de 2025, 12:22:00",BRK00000812,RIO LARGO,BRK,Programada,Implantação de Poste de Entrada de Energia,A COMUNICAÇÃO DA PARALISAÇÃO FOI REALIZADA NESTA DATA (14/07/2025),CONJUNTO JARBAS OITICICA E ANTÔNIO LINS,22-07-2025,22-07-2025,Captação Jarbas Oiticica,"BRK Ambiental RMM Att., César Augusto de Oliveira Engenharia – Obras | RMM BRK Ambiental Alagoas [Ícone  Descrição gerada automaticamente] +55 (82) 9 8153-4880 [Uma imagem contendo Ícone  Descrição gerada automaticamente]","Cancelamento de Parada Programada - Informamos que a parada programada do sistema de abastecimento de água, previamente comunicada, foi cancelada devido à indisponibilidade da equipe da Concessionária de Energia (Equatorial) que seria responsável por realizar a desenergização da rede elétrica de alta tensão, condição necessária para a execução da atividade. Uma nova data será definida e comunicada, assim que a concessionária de energia confirmar a nova data de disponibilidade."
"14 de jul. de 2025, 12:21:08",BRK00000811,MACEIÓ,BRK,Emergencial,Ao Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (14/07/2025),FAROL,13-07-2025,17-07-2025,P-Bl 04,CASAL," "
"14 de jul. de 2025, 11:54:10",BRK00000810,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (14/07/2025),Feitosa,14-07-2025,15-07-2025,Poço P-Fe 03,BRK," "
"14 de jul. de 2025, 10:38:18",BRK00000809,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (14/07/2025),Centro e Barra 01,14-07-2025,15-07-2025,Poço Bsa 12,BRK," "
"14 de jul. de 2025, 09:46:03",CASAL00000640,IBATEGUARA,CASAL,Emergencial,Condição da Água Bruta Inviabiliza O Tratamento,Divulgado pela ASCOM,,13-07-2025,2025-07-13,ETA Ibateguara Severo,CASAL," "
